word,esdb_level,decision,existing_rarity,existing_definition,reason
bribees,80,deferred,,,Not individually approved; not added to puzzles.
brickle,70,deferred,,,Not individually approved; not added to puzzles.
bricky,70,deferred,,,Not individually approved; not added to puzzles.
bricole,70,deferred,,,Not individually approved; not added to puzzles.
bridler,80,deferred,,,Not individually approved; not added to puzzles.
bridoon,70,deferred,,,Not individually approved; not added to puzzles.
briery,70,deferred,,,Not individually approved; not added to puzzles.
bries,80,deferred,,,Not individually approved; not added to puzzles.
brillo,80,deferred,,,Not individually approved; not added to puzzles.
brillos,80,deferred,,,Not individually approved; not added to puzzles.
brills,70,deferred,,,Not individually approved; not added to puzzles.
brimmer,70,deferred,,,Not individually approved; not added to puzzles.
brinded,80,deferred,,,Not individually approved; not added to puzzles.
briner,80,deferred,,,Not individually approved; not added to puzzles.
briners,80,deferred,,,Not individually approved; not added to puzzles.
brinies,80,deferred,,,Not individually approved; not added to puzzles.
brinish,80,deferred,,,Not individually approved; not added to puzzles.
brinjal,70,deferred,,,Not individually approved; not added to puzzles.
briony,70,deferred,,,Not individually approved; not added to puzzles.
brios,70,deferred,,,Not individually approved; not added to puzzles.
bris,70,deferred,4,Ritual male circumcision.,Not individually approved; not added to puzzles.
brisant,80,deferred,,,Not individually approved; not added to puzzles.
brises,70,deferred,,,Not individually approved; not added to puzzles.
brisses,80,deferred,,,Not individually approved; not added to puzzles.
bristol,80,deferred,2,A woman's breast,Not individually approved; not added to puzzles.
brit,70,deferred,3,To break in pieces; divide.,Not individually approved; not added to puzzles.
brith,80,deferred,,,Not individually approved; not added to puzzles.
briths,80,deferred,,,Not individually approved; not added to puzzles.
brits,70,deferred,,,Not individually approved; not added to puzzles.
britska,70,deferred,,,Not individually approved; not added to puzzles.
britt,80,deferred,,,Not individually approved; not added to puzzles.
brittly,80,deferred,,,Not individually approved; not added to puzzles.
britts,80,deferred,,,Not individually approved; not added to puzzles.
britzka,70,deferred,,,Not individually approved; not added to puzzles.
broadax,70,deferred,,,Not individually approved; not added to puzzles.
broch,70,deferred,,,Not individually approved; not added to puzzles.
broche,80,deferred,,,Not individually approved; not added to puzzles.
broches,70,deferred,,,Not individually approved; not added to puzzles.
brock,70,deferred,,,Not individually approved; not added to puzzles.
brocket,70,deferred,,,Not individually approved; not added to puzzles.
brocks,70,deferred,,,Not individually approved; not added to puzzles.
broer,70,deferred,,,Not individually approved; not added to puzzles.
broider,70,deferred,4,To embroider.,Not individually approved; not added to puzzles.
broking,70,deferred,,,Not individually approved; not added to puzzles.
bromal,70,deferred,,,Not individually approved; not added to puzzles.
bromals,70,deferred,,,Not individually approved; not added to puzzles.
bromate,70,deferred,4,"the anion BrO₃⁻¹, derived from bromic acid; any salt containing this anion",Not individually approved; not added to puzzles.
brome,80,deferred,,,Not individually approved; not added to puzzles.
bromes,80,deferred,,,Not individually approved; not added to puzzles.
bromic,70,deferred,,,Not individually approved; not added to puzzles.
bromism,70,deferred,,,Not individually approved; not added to puzzles.
bromize,80,deferred,,,Not individually approved; not added to puzzles.
bromo,80,deferred,4,A dose of a proprietary sedative containing bromide (a bromo-seltzer).,Not individually approved; not added to puzzles.
bromos,80,deferred,,,Not individually approved; not added to puzzles.
bronzy,70,deferred,,,Not individually approved; not added to puzzles.
brookie,80,deferred,,,Not individually approved; not added to puzzles.
broomed,80,deferred,,,Not individually approved; not added to puzzles.
broomy,80,deferred,,,Not individually approved; not added to puzzles.
brose,70,deferred,4,Oatmeal mixed with boiling water or milk.,Not individually approved; not added to puzzles.
broses,70,deferred,,,Not individually approved; not added to puzzles.
brothy,80,deferred,,,Not individually approved; not added to puzzles.
browed,80,deferred,,,Not individually approved; not added to puzzles.
browny,80,deferred,,,Not individually approved; not added to puzzles.
brrr,70,deferred,,,Not individually approved; not added to puzzles.
brucine,70,deferred,,,Not individually approved; not added to puzzles.
brucite,70,deferred,,,Not individually approved; not added to puzzles.
brumal,70,deferred,,,Not individually approved; not added to puzzles.
brumby,70,deferred,4,A wild or feral horse.,Not individually approved; not added to puzzles.
brume,70,deferred,,,Not individually approved; not added to puzzles.
brumes,70,deferred,,,Not individually approved; not added to puzzles.
brumous,80,deferred,,,Not individually approved; not added to puzzles.
brung,80,deferred,,,Not individually approved; not added to puzzles.
brunts,80,deferred,,,Not individually approved; not added to puzzles.
brusher,80,deferred,,,Not individually approved; not added to puzzles.
brushup,80,deferred,,,Not individually approved; not added to puzzles.
brut,70,deferred,,,Not individually approved; not added to puzzles.
brutely,80,deferred,,,Not individually approved; not added to puzzles.
brutify,70,deferred,,,Not individually approved; not added to puzzles.
brutism,80,deferred,,,Not individually approved; not added to puzzles.
brux,80,deferred,,,Not individually approved; not added to puzzles.
bruxed,80,deferred,,,Not individually approved; not added to puzzles.
bruxes,80,deferred,,,Not individually approved; not added to puzzles.
bruxing,80,deferred,,,Not individually approved; not added to puzzles.
bruxism,80,deferred,,,Not individually approved; not added to puzzles.
bryony,70,deferred,,,Not individually approved; not added to puzzles.
buaya,80,deferred,,,Not individually approved; not added to puzzles.
buayas,80,deferred,,,Not individually approved; not added to puzzles.
bubal,70,deferred,,,Not individually approved; not added to puzzles.
bubale,80,deferred,,,Not individually approved; not added to puzzles.
bubales,80,deferred,,,Not individually approved; not added to puzzles.
bubalis,80,deferred,,,Not individually approved; not added to puzzles.
bubals,70,deferred,,,Not individually approved; not added to puzzles.
bubba,70,deferred,,,Not individually approved; not added to puzzles.
bubbas,70,deferred,,,Not individually approved; not added to puzzles.
bubbies,80,deferred,,,Not individually approved; not added to puzzles.
bubbler,70,deferred,4,Something that emits bubbles.,Not individually approved; not added to puzzles.
bubby,80,deferred,,,Not individually approved; not added to puzzles.
buboed,80,deferred,,,Not individually approved; not added to puzzles.
bubu,80,deferred,,,Not individually approved; not added to puzzles.
bubus,80,deferred,,,Not individually approved; not added to puzzles.
buccal,70,deferred,4,"Of, relating to, near, involving, or supplying the cheek.",Not individually approved; not added to puzzles.
buchu,80,deferred,,,Not individually approved; not added to puzzles.
buchus,80,deferred,,,Not individually approved; not added to puzzles.
buckeen,70,deferred,,,Not individually approved; not added to puzzles.
bucker,70,deferred,,,Not individually approved; not added to puzzles.
buckers,70,deferred,,,Not individually approved; not added to puzzles.
buckish,70,deferred,,,Not individually approved; not added to puzzles.
bucko,70,deferred,,,Not individually approved; not added to puzzles.
buckoes,70,deferred,,,Not individually approved; not added to puzzles.
buckos,70,deferred,,,Not individually approved; not added to puzzles.
buckra,70,deferred,4,A white person.,Not individually approved; not added to puzzles.
buckras,70,deferred,,,Not individually approved; not added to puzzles.
bucku,80,deferred,,,Not individually approved; not added to puzzles.
buckus,80,deferred,,,Not individually approved; not added to puzzles.
budder,70,deferred,,,Not individually approved; not added to puzzles.
budders,70,deferred,,,Not individually approved; not added to puzzles.
buddha,80,deferred,3,Alternative letter-case form of Buddha.,Not individually approved; not added to puzzles.
buddhas,80,deferred,,,Not individually approved; not added to puzzles.
buddied,70,deferred,,,Not individually approved; not added to puzzles.
buddle,70,deferred,,,Not individually approved; not added to puzzles.
buddles,70,deferred,,,Not individually approved; not added to puzzles.
budless,80,deferred,,,Not individually approved; not added to puzzles.
budlike,70,deferred,,,Not individually approved; not added to puzzles.
budworm,80,deferred,,,Not individually approved; not added to puzzles.
buffest,80,deferred,,,Not individually approved; not added to puzzles.
buffi,80,deferred,,,Not individually approved; not added to puzzles.
buffier,80,deferred,,,Not individually approved; not added to puzzles.
buffo,70,deferred,,,Not individually approved; not added to puzzles.
buffos,70,deferred,,,Not individually approved; not added to puzzles.
buffy,80,deferred,,,Not individually approved; not added to puzzles.
bugbane,70,deferred,,,Not individually approved; not added to puzzles.
